N,News Agency in English,News Agency in arabic,Main Category EN,Main Category AR,Sub Category En,Sub Category AR,Catergory en - internal only,Catergory ar - internal only,Category -EN,Category - AR,Platform -EN,Platform - AR,Media or Text - EN,Media or Text - AR,Hyper link,Urgency,rate from 1 - 5,status,Quality,Publish ?,license Owner,Manager,
583,Ministry of Public Works,وزارة الأشغال العامة,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,Ministries,الوزارات,local news,أخبار محلية,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/user/mpwkw/videos,Very High,5,active,high ,yes,,,
584,National Council for Culture,المجلس الوطني للثقافة والفنون والآداب,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,government departments,الإدارات الحكومية,art news, أخبار فنية وثقافية,Website,موقع الكتروني,Text news,أخبار,https://www.nccal.gov.kw/MediaCenter,Low ,4,active,high ,yes,,,
585,National Council for Culture,المجلس الوطني للثقافة والفنون والآداب,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,government departments,الإدارات الحكومية,art news, أخبار فنية وثقافية,Website,موقع الكتروني,Text news,أخبار,https://www.nccal.gov.kw/#ActivitiesCalendar,Very Low,4,active,high ,yes,,,
586,National Council for Culture,المجلس الوطني للثقافة والفنون والآداب,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,government departments,الإدارات الحكومية,art news, أخبار فنية وثقافية,Twitter,تويتر,Mixed media and Text,أخبار,https://twitter.com/kw_nccal,High,4,active,high ,yes,,,
587,National Council for Culture,المجلس الوطني للثقافة والفنون والآداب,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,government departments,الإدارات الحكومية,art news, أخبار فنية وثقافية,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/c/nccalkw/videos,Very High,5,active,high ,yes,,,
588,Directorate General of Civil Aviation,الطيران المدني,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,government departments,الإدارات الحكومية,local news,أخبار محلية,Website,موقع الكتروني,Text news,أخبار,https://www.dgca.gov.kw/News,Low ,4,active,high ,yes,,,
589,Directorate General of Civil Aviation,الطيران المدني,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,government departments,الإدارات الحكومية,local news,أخبار محلية,Twitter,تويتر,Text news,أخبار,https://twitter.com/Kuwait_DGCA,High,5,active,high ,yes,,,
590,official account of Kuwait Meteorological Department,الطيران المدني- إدارة الأرصاد الجوية,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,government departments,الإدارات الحكومية,weather forcast ,أخبار الطقس,Website,موقع الكتروني,Text news,أخبار,https://www.met.gov.kw/Forecasts/48hour.php?lang=arb,Very High,5,active,high ,yes,,,
591,official account of Kuwait Meteorological Department,الطيران المدني- إدارة الأرصاد الجوية,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,government departments,الإدارات الحكومية,weather forcast ,أخبار الطقس,Twitter,تويتر,Text news,أخبار,https://twitter.com/KuwaitMet,Very High,5,active,high ,yes,,,
592, Youth Public Authority,الهيئة العامة للشباب,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,Attached Authorities,الهيئات الحكومية الملحقة,sport news,أخبار رياضية,Website,موقع الكتروني,Text news,أخبار,https://www.youth.gov.kw/Activities.aspx,Low ,5,active,high ,yes,,,
593, Youth Public Authority,الهيئة العامة للشباب,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,Attached Authorities,الهيئات الحكومية الملحقة,sport news,أخبار رياضية,Twitter,تويتر,Mixed media and Text,أخبار,https://twitter.com/ypakwt,High,5,active,high ,yes,,,
594, Youth Public Authority,الهيئة العامة للشباب,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,Attached Authorities,الهيئات الحكومية الملحقة,sport news,أخبار رياضية,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/channel/UCtXyilftAWAqwM58mpBNsBQ/videos,Medium ,5,active,high ,yes,,,
595,National Bureau for Academic Accreditation & Education Quality Assurance,الجهاز الوطني للاعتماد الأكاديمي,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,government departments,الهيئات الحكومية الملحقة,education,أخبار التربية والتعليم,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/etimaadkw,Medium ,4,active,high ,yes,,,
596,National Assembly of Kuwait,مجلس الأمة,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,Attached Authorities,الهيئات الحكومية الملحقة,parliament,أخبار مجلس الأمة,Website,موقع الكتروني,Text news,أخبار,http://www.kna.kw/clt-html5/news-archive.asp,High,3,active,high ,yes,,,
597,National Assembly of Kuwait,مجلس الأمة,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,Attached Authorities,الهيئات الحكومية الملحقة,parliament,أخبار مجلس الأمة,Twitter,تويتر,Mixed media and Text,أخبار,https://twitter.com/majlesalommah,Very High,5,active,high ,yes,,,
598,National Assembly of Kuwait,مجلس الأمة,"
Official news",أخبار جهات رسمية ,Official News,أخبار الجهات الرسمية,Attached Authorities,الهيئات الحكومية الملحقة,parliament,أخبار مجلس الأمة,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/c/MajlesAlOmmah/videos,Very High,5,active,high ,yes,,,
599,parliament aldustor agency,مجلس الامة - شبكة الدستور,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,government departments,الهيئات الحكومية الملحقة,Official News,أخبار رسمية,Website,موقع الكتروني,Text news,أخبار ,http://aldustor.kna.kw/Cat/%D8%AF%D9%8A%D9%88%D8%A7%D9%86--96,Very High,5,active,high ,yes,,,
600,parliament aldustor agency,مجلس الامة - شبكة الدستور,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,government departments,الهيئات الحكومية الملحقة,parliament,أخبار مجلس الأمة,Website,موقع الكتروني,Text news,أخبار ,http://aldustor.kna.kw/Cat/%D8%B1%D8%A6%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%B3--28,Medium ,5,active,high ,yes,,,
601,parliament aldustor agency,مجلس الامة - شبكة الدستور,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,government departments,الهيئات الحكومية الملحقة,parliament,أخبار مجلس الأمة,Website,موقع الكتروني,Text news,أخبار ,http://aldustor.kna.kw/Cat/%D8%AC%D9%84%D8%B3%D8%A7%D8%AA--95,Medium ,5,active,high ,yes,,,
602,parliament aldustor agency,مجلس الامة - شبكة الدستور,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,government departments,الهيئات الحكومية الملحقة,parliament,أخبار مجلس الأمة,Website,موقع الكتروني,Text news,أخبار ,http://aldustor.kna.kw/Cat/%D9%84%D8%AC%D8%A7%D9%86--36,Medium ,5,active,high ,yes,,,
603,parliament aldustor agency,مجلس الامة - شبكة الدستور,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,government departments,الهيئات الحكومية الملحقة,parliament,أخبار مجلس الأمة,Website,موقع الكتروني,Text news,أخبار ,http://aldustor.kna.kw/Cat/%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD%D8%A7%D8%AA-%D9%86%D9%8A%D8%A7%D8%A8%D9%8A%D8%A9-5,Medium ,5,active,high ,yes,,,
604,parliament aldustor agency,مجلس الامة - شبكة الدستور,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,government departments,الهيئات الحكومية الملحقة,parliament,أخبار مجلس الأمة,Youtube,يوتيوب,Media news,أخبار ,https://www.youtube.com/c/MajlesAlOmmah/videos,Very High,5,active,high ,yes,,,
605,parliament aldustor agency,مجلس الامة - شبكة الدستور,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,government departments,الهيئات الحكومية الملحقة,parliament,أخبار مجلس الأمة,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/c/Aldustor/videos,Very High,5,active,high ,yes,,,
606,parliament aldustor agency,مجلس الامة - شبكة الدستور,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,government departments,الهيئات الحكومية الملحقة,parliament,أخبار مجلس الأمة,Twitter,تويتر,Text news,أخبار ,https://twitter.com/aldustor,Very High,5,active,high ,yes,,,
607,Almajlis TV,مجلس الامة- تلفزيون المجلس,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,Electronic News Agency,صحف الكترونية,local news ,أخبار محلية,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/c/AlmajlisTV/videos,Very High,5,active,high ,yes,,,
608,Almajlis TV,مجلس الامة- تلفزيون المجلس,"
Official news",أخبار جهات رسمية ,Official News Agencies,وكالات وصحف وقنوات رسمية,Electronic News Agency,صحف الكترونية,local news ,أخبار محلية,Twitter,تويتر,Media news,أخبار ميديا,https://twitter.com/AlmajlisChannel,Very High,5,active,high ,yes,,,
